ID,Name,Quantity
19700,Mithril Ore,2724
19729,Thick Leather Section,1396
19732,Hardened Leather Section,405
19745,Gossamer Scrap,552
19748,Silk Scrap,1883
24276,Pile of Incandescent Dust,356
24277,Pile of Crystalline Dust,96
24282,Potent Venom Sac,367
24283,Powerful Venom Sac,91
24288,Large Scale,387
24289,Armored Scale,100
24294,Vial of Potent Blood,342
24295,Vial of Powerful Blood,113
24299,Intricate Totem,366
24300,Elaborate Totem,100
24304,Charged Core,9
24305,Charged Lodestone,1
24309,Onyx Core,6
24310,Onyx Lodestone,2
24314,Molten Core,12
24315,Molten Lodestone,3
24319,Glacial Core,16
24320,Glacial Lodestone,1
24324,Destroyer Core,6
24329,Crystal Core,8
24330,Crystal Lodestone,3
24334,Pile of Vile Essence,5
24335,Pile of Putrid Essence,1
24339,Corrupted Core,7
24341,Large Bone,390
24350,Large Claw,363
24351,Vicious Claw,95
24356,Large Fang,350
24357,Vicious Fang,76
24358,Ancient Bone,81
