ID,Name,Quantity
19700,Mithril Ore,5731
19729,Thick Leather Section,2827
19732,Hardened Leather Section,847
19745,Gossamer Scrap,1182
19748,Silk Scrap,3936
24276,Pile of Incandescent Dust,770
24277,Pile of Crystalline Dust,181
24282,Potent Venom Sac,713
24283,Powerful Venom Sac,189
24288,Large Scale,755
24289,Armored Scale,186
24294,Vial of Potent Blood,683
24295,Vial of Powerful Blood,177
24299,Intricate Totem,791
24300,Elaborate Totem,194
24304,Charged Core,27
24305,Charged Lodestone,2
24309,Onyx Core,16
24310,Onyx Lodestone,1
24314,Molten Core,17
24315,Molten Lodestone,4
24319,Glacial Core,13
24320,Glacial Lodestone,2
24324,Destroyer Core,18
24325,Destroyer Lodestone,3
24329,Crystal Core,16
24330,Crystal Lodestone,2
24334,Pile of Vile Essence,23
24335,Pile of Putrid Essence,4
24339,Corrupted Core,12
24340,Corrupted Lodestone,4
24341,Large Bone,781
24350,Large Claw,779
24351,Vicious Claw,161
24356,Large Fang,782
24357,Vicious Fang,198
24358,Ancient Bone,192
