ID,Name,Quantity
19700,Mithril Ore,5172
19729,Thick Leather Section,2579
19732,Hardened Leather Section,809
19745,Gossamer Scrap,1083
19748,Silk Scrap,3407
24276,Pile of Incandescent Dust,690
24277,Pile of Crystalline Dust,204
24282,Potent Venom Sac,635
24283,Powerful Venom Sac,172
24288,Large Scale,716
24289,Armored Scale,147
24294,Vial of Potent Blood,660
24295,Vial of Powerful Blood,167
24299,Intricate Totem,706
24300,Elaborate Totem,185
24304,Charged Core,16
24305,Charged Lodestone,4
24309,Onyx Core,16
24310,Onyx Lodestone,5
24314,Molten Core,18
24319,Glacial Core,15
24320,Glacial Lodestone,7
24324,Destroyer Core,21
24325,Destroyer Lodestone,2
24329,Crystal Core,14
24330,Crystal Lodestone,1
24334,Pile of Vile Essence,18
24335,Pile of Putrid Essence,4
24339,Corrupted Core,17
24340,Corrupted Lodestone,3
24341,Large Bone,700
24350,Large Claw,664
24351,Vicious Claw,179
24356,Large Fang,670
24357,Vicious Fang,168
24358,Ancient Bone,165
