ID,Name,Quantity
19700,Mithril Ore,4763
19729,Thick Leather Section,2262
19732,Hardened Leather Section,695
19745,Gossamer Scrap,975
19748,Silk Scrap,3142
24276,Pile of Incandescent Dust,569
24277,Pile of Crystalline Dust,142
24282,Potent Venom Sac,628
24283,Powerful Venom Sac,166
24288,Large Scale,614
24289,Armored Scale,156
24294,Vial of Potent Blood,630
24295,Vial of Powerful Blood,159
24299,Intricate Totem,645
24300,Elaborate Totem,168
24304,Charged Core,14
24305,Charged Lodestone,2
24309,Onyx Core,16
24314,Molten Core,22
24315,Molten Lodestone,1
24319,Glacial Core,15
24320,Glacial Lodestone,4
24324,Destroyer Core,13
24325,Destroyer Lodestone,1
24329,Crystal Core,10
24330,Crystal Lodestone,1
24334,Pile of Vile Essence,9
24335,Pile of Putrid Essence,2
24339,Corrupted Core,13
24341,Large Bone,686
24350,Large Claw,602
24351,Vicious Claw,146
24356,Large Fang,593
24357,Vicious Fang,165
24358,Ancient Bone,164
