ID,Name,Quantity
19700,Mithril Ore,3228
19729,Thick Leather Section,1613
19732,Hardened Leather Section,518
19745,Gossamer Scrap,610
19748,Silk Scrap,2209
24276,Pile of Incandescent Dust,483
24277,Pile of Crystalline Dust,102
24282,Potent Venom Sac,441
24283,Powerful Venom Sac,109
24288,Large Scale,417
24289,Armored Scale,102
24294,Vial of Potent Blood,438
24295,Vial of Powerful Blood,107
24299,Intricate Totem,411
24300,Elaborate Totem,102
24304,Charged Core,7
24305,Charged Lodestone,3
24309,Onyx Core,6
24310,Onyx Lodestone,4
24314,Molten Core,11
24315,Molten Lodestone,2
24319,Glacial Core,12
24320,Glacial Lodestone,1
24324,Destroyer Core,6
24325,Destroyer Lodestone,1
24329,Crystal Core,8
24330,Crystal Lodestone,3
24334,Pile of Vile Essence,9
24335,Pile of Putrid Essence,3
24339,Corrupted Core,14
24340,Corrupted Lodestone,4
24341,Large Bone,454
24350,Large Claw,451
24351,Vicious Claw,107
24356,Large Fang,465
24357,Vicious Fang,102
24358,Ancient Bone,124
