ID,Name,Quantity
19700,Mithril Ore,6202
19729,Thick Leather Section,3237
19732,Hardened Leather Section,941
19745,Gossamer Scrap,1162
19748,Silk Scrap,4145
24276,Pile of Incandescent Dust,815
24277,Pile of Crystalline Dust,204
24282,Potent Venom Sac,818
24283,Powerful Venom Sac,195
24288,Large Scale,801
24289,Armored Scale,230
24294,Vial of Potent Blood,799
24295,Vial of Powerful Blood,217
24299,Intricate Totem,776
24300,Elaborate Totem,218
24304,Charged Core,26
24305,Charged Lodestone,1
24309,Onyx Core,17
24310,Onyx Lodestone,2
24314,Molten Core,16
24315,Molten Lodestone,2
24319,Glacial Core,19
24320,Glacial Lodestone,2
24324,Destroyer Core,20
24325,Destroyer Lodestone,4
24329,Crystal Core,22
24330,Crystal Lodestone,1
24334,Pile of Vile Essence,24
24335,Pile of Putrid Essence,2
24339,Corrupted Core,18
24340,Corrupted Lodestone,5
24341,Large Bone,837
24350,Large Claw,828
24351,Vicious Claw,211
24356,Large Fang,848
24357,Vicious Fang,184
24358,Ancient Bone,220
